"","symbol","group","logFC","AveExpr","t","PValue","FDR","B"
"ENSG00000149294","NCAM1","protein_coding",-4.0212743318239,0.876739263264457,-8.51738267093062,3.84064098290632e-13,3.35335965820008e-10,19.5247967841431
"ENSG00000145362","ANK2","protein_coding",-4.66190008704045,0.717016602213773,-8.46302957628046,4.97052323591765e-13,4.08460056504527e-10,19.2764480949327
"ENSG00000180155","LYNX1","protein_coding",-4.19847707912321,0.2814984188707,-8.407216122908,6.47663328135761e-13,5.02658705225366e-10,19.0163618044449
"ENSG00000154175","ABI3BP","protein_coding",-4.94724813904087,1.12428592252944,-8.39280037639563,6.93470232330954e-13,5.09883112929654e-10,18.9547274693903
"ENSG00000105894","PTN","protein_coding",-3.70594798022725,0.527915176661162,-8.34341977017875,8.76305966661528e-13,6.12099717713077e-10,18.7237688903369
"ENSG00000137094","DNAJB5","protein_coding",-3.47390737655569,1.25674813814907,-8.29010224440137,1.12803495465914e-12,7.23843015891372e-10,18.4882043502972
"ENSG00000112936","C7","protein_coding",-6.64855578381717,0.707135452501861,-8.28789033303607,1.13991026124625e-12,7.23843015891372e-10,18.4629916185625
"ENSG00000152137","HSPB8","protein_coding",-5.36385093424217,1.7622661591671,-8.17718386840202,1.92460499455957e-12,1.16898833799988e-09,17.9655160299436
"ENSG00000154721","JAM2","protein_coding",-3.50925854353733,1.08630678525277,-7.95738274402878,5.431263529383e-12,2.96991698742251e-09,16.9738375359993
"ENSG00000151320","AKAP6","protein_coding",-3.21975804621038,0.40952556406331,-7.9458440925735,5.73467894034107e-12,2.96991698742251e-09,16.9052532859044
"ENSG00000112186","CAP2","protein_coding",-3.55277651581421,1.22966898734964,-7.94076130709227,5.87363619669712e-12,2.96991698742251e-09,16.8993556825438
"ENSG00000145687","SSBP2","protein_coding",-3.14083762787526,1.21092974923654,-7.93851294852504,5.93616890588887e-12,2.96991698742251e-09,16.8865434509637
"ENSG00000138944","SHISAL1","protein_coding",-4.35295413866178,-0.0158307396714007,-7.93567542461215,6.01603539289937e-12,2.96991698742251e-09,16.8700750072936
"ENSG00000168477","TNXB","protein_coding",-4.94157408147437,1.61006216736425,-7.93047556279207,6.16518200681837e-12,2.96991698742251e-09,16.8499811206141
"ENSG00000126947","ARMCX1","protein_coding",-3.0015337401085,0.95520154095636,-7.88120486544674,7.77449319018796e-12,3.62032232889753e-09,16.6221843125318
"ENSG00000160307","S100B","protein_coding",-3.51004073476984,0.201771090633283,-7.80425698083387,1.1163327026877e-11,5.03069930856358e-09,16.265808035475
"ENSG00000101955","SRPX","protein_coding",-4.00122477944588,1.01259677484996,-7.79014253876693,1.19285744719873e-11,5.04976319314131e-09,16.2169643630245
"ENSG00000127241","MASP1","protein_coding",-5.17000065237941,0.444576412016374,-7.7082725240712,1.75164760499269e-11,7.19721089463173e-09,15.8460742711316
"ENSG00000135842","NIBAN1","protein_coding",-4.71029838911377,2.55992361458354,-7.62935565153254,2.53516744664022e-11,1.00375174152474e-08,15.4867476959539
"ENSG00000152217","SETBP1","protein_coding",-3.16513761213529,1.1809957483759,-7.62240143125451,2.61903659616207e-11,1.00375174152474e-08,15.4582201484574
"ENSG00000198932","GPRASP1","protein_coding",-3.15449472915809,0.745680451724654,-7.61510425044843,2.71001141609651e-11,1.00375174152474e-08,15.42102934711
"ENSG00000181804","SLC9A9","protein_coding",-3.16881462657867,0.490752408219408,-7.61350860559449,2.73031969777668e-11,1.00375174152474e-08,15.408773930819
"ENSG00000166501","PRKCB","protein_coding",-3.48865328618491,1.13166439856639,-7.49604241270691,4.726774522005e-11,1.66209448304499e-08,14.8909061689483
"ENSG00000143196","DPT","protein_coding",-6.06414880446184,1.01962124694969,-7.4945842435161,4.75903932153184e-11,1.66209448304499e-08,14.880981571398
"ENSG00000145936","KCNMB1","protein_coding",-4.61244402946711,1.12322255919285,-7.46998603950973,5.33754016348207e-11,1.8186691727767e-08,14.7742389959816
"ENSG00000186469","GNG2","protein_coding",-2.98285435354478,2.08743840876052,-7.44586363846802,5.97266631472309e-11,1.98662258134956e-08,14.6668378163384
"ENSG00000165410","CFL2","protein_coding",-3.74533270318889,2.37822066095865,-7.4003235070851,7.38349637873106e-11,2.39877777699704e-08,14.4621999594563
"ENSG00000004799","PDK4","protein_coding",-4.37500072150605,3.05541256210799,-7.38772668608878,7.82917294389663e-11,2.48576240968718e-08,14.4028398533867
"ENSG00000115556","PLCD4","protein_coding",-2.12283884466771,0.863928515367921,-7.36830332966972,8.56931934751939e-11,2.66029758410769e-08,14.2954398925046
"ENSG00000197380","DACT3","protein_coding",-3.5420325461522,1.02944940555853,-7.32193605185241,1.06294254618224e-10,3.22811029786214e-08,14.1107322816387
"ENSG00000149596","JPH2","protein_coding",-4.44180912493696,1.10873934061187,-7.30035015770052,1.17496448937359e-10,3.47839658766984e-08,14.0147322482612
"ENSG00000119508","NR4A3","protein_coding",-4.71345133349526,0.835452217909915,-7.29667837808185,1.19515416040195e-10,3.47839658766984e-08,13.9982000674472
"ENSG00000185437","SH3BGR","protein_coding",-3.10339248102527,0.0022348180342766,-7.22711108593623,1.64990314674436e-10,4.70390754286096e-08,13.672560364301
"ENSG00000064309","CDON","protein_coding",-2.57863165646138,1.5536833312498,-7.21910617617533,1.71219301071104e-10,4.78386727192664e-08,13.651595595379
"ENSG00000198624","CCDC69","protein_coding",-3.92101735697282,3.22086410395307,-7.20178357064506,1.85509819779278e-10,5.08151408297357e-08,13.5744841173463
"ENSG00000179094","PER1","protein_coding",-3.17925426327902,3.59984709136398,-7.19361418778261,1.92654328564164e-10,5.11083495759992e-08,13.5386942579672
"ENSG00000088854","C20orf194","protein_coding",-3.20512665224234,1.23160844330581,-7.19222392220137,1.93897102901071e-10,5.11083495759992e-08,13.53238410852
"ENSG00000181856","SLC2A4","protein_coding",-3.36306209449934,1.12053497061501,-7.17808358796844,2.0699850131463e-10,5.35512789512108e-08,13.4694226458724
"ENSG00000100628","ASB2","protein_coding",-4.05700380058552,0.998044432720125,-7.16892614093974,2.15948331461169e-10,5.48508761911368e-08,13.4288880448852
"ENSG00000168079","SCARA5","protein_coding",-5.97363233948437,0.497334262057363,-7.15267176750393,2.32790624570067e-10,5.80729468793542e-08,13.3561872614351
"ENSG00000134138","MEIS2","protein_coding",-3.55567491375666,0.733516677218495,-7.11757127290943,2.73739923709547e-10,6.70902935828486e-08,13.2003939051019
"ENSG00000132514","CLEC10A","protein_coding",-4.32682878275251,0.0924322481937573,-7.06356311220395,3.51121330925089e-10,8.4571810224543e-08,12.9610242010345
"ENSG00000259330","INAFM2","protein_coding",-2.39044977270368,1.41558535881753,-7.05201850942965,3.70290422611728e-10,8.76772407438279e-08,12.909580048142
"ENSG00000112964","GHR","protein_coding",-3.99389680774301,0.265694342511318,-7.03871634175876,3.936686042712e-10,9.16591733611443e-08,12.8510502031136
"ENSG00000150764","DIXDC1","protein_coding",-2.67403914409262,2.92781893738982,-7.02514261849119,4.19033824707735e-10,9.59656152650337e-08,12.7904808433074
"ENSG00000141052","MYOCD","protein_coding",-4.32716112026822,0.936123895972375,-7.01429551439734,4.4046422948011e-10,9.80027099850808e-08,12.7430399891794
"ENSG00000025423","HSD17B6","protein_coding",-3.10957189006007,0.450492677773539,-7.013558461998,4.41959250469584e-10,9.80027099850808e-08,12.7378424254806
"ENSG00000153956","CACNA2D1","protein_coding",-3.52941997575844,0.764614173815926,-6.94717687337572,5.99456665240259e-10,1.30850150209475e-07,12.4469613263395
"ENSG00000065320","NTN1","protein_coding",-3.3803180835006,1.24249469091125,-6.93962773294283,6.20571158095943e-10,1.32703038049212e-07,12.4133633434267
"ENSG00000153814","JAZF1","protein_coding",-2.85513335958843,1.40967194540618,-6.93739940738565,6.2694348684667e-10,1.32703038049212e-07,12.4037630001866
"ENSG00000186417","GLDN","protein_coding",-3.91780718014846,0.178639768554232,-6.92922319386324,6.50885871711019e-10,1.34541822880647e-07,12.3680039713379
"ENSG00000198523","PLN","protein_coding",-5.38534876010054,0.577781221237991,-6.92788425039547,6.54892194408303e-10,1.34541822880647e-07,12.3618842563548
"ENSG00000119919","NKX2-3","protein_coding",-3.54686462099487,0.912154932884717,-6.89925941492981,7.4663970976098e-10,1.51167489063201e-07,12.2359174482437
"ENSG00000240771","ARHGEF25","protein_coding",-3.55242854952171,1.5968963522713,-6.88321452827793,8.03527625653693e-10,1.60361156148316e-07,12.1643647839627
"ENSG00000115295","CLIP4","protein_coding",-3.5679552847275,0.520359361314908,-6.87689293570822,8.27103326712259e-10,1.62741316537609e-07,12.1379157464176
"ENSG00000152284","TCF7L1","protein_coding",-2.0193373947263,1.90699774145563,-6.82805751419825,1.03389252142398e-09,2.00603868392959e-07,11.923653848151
"ENSG00000205795","CYS1","protein_coding",-3.17885677631581,0.167189573984487,-6.82287179509698,1.05865790276533e-09,2.01539097209935e-07,11.8993766437475
"ENSG00000178031","ADAMTSL1","protein_coding",-3.06669202242052,0.806608481921481,-6.81453224250383,1.09972380066412e-09,2.01539097209935e-07,11.8646384316612
"ENSG00000144642","RBMS3","protein_coding",-2.60109218558251,0.693397293020272,-6.81475901916422,1.09858648953698e-09,2.01539097209935e-07,11.8644267320058
"ENSG00000181541","MAB21L2","protein_coding",-5.30530041028164,1.30559618877942,-6.813320091832,1.10582269519785e-09,2.01539097209935e-07,11.858475688584
"ENSG00000105270","CLIP3","protein_coding",-2.94760674657562,2.49087449745351,-6.81232679482493,1.11084541769256e-09,2.01539097209935e-07,11.8521038668341
"ENSG00000106034","CPED1","protein_coding",-3.67765719186422,2.00681260433224,-6.77988555970302,1.28792179048009e-09,2.30670095038549e-07,11.7103132394137
"ENSG00000175906","ARL4D","protein_coding",-2.91368111849769,0.329735551740661,-6.75022262500248,1.47417597596162e-09,2.60686561825111e-07,11.5821732021252
"ENSG00000180875","GREM2","protein_coding",-4.98799397548568,0.53565725017016,-6.74136869527036,1.53477375036435e-09,2.68009866157375e-07,11.5428608128951
"ENSG00000135549","PKIB","protein_coding",-3.9066268518583,1.59559602749459,-6.70164004936677,1.83851073409584e-09,3.17086357473073e-07,11.3682338563076
"ENSG00000163637","PRICKLE2","protein_coding",-2.84814826023143,1.52316340486357,-6.68914744728954,1.945800263723e-09,3.31497922978174e-07,11.3149623648158
"ENSG00000072195","SPEG","protein_coding",-4.53799696086136,1.39268864349811,-6.68237251960444,2.00655491909962e-09,3.37729785780984e-07,11.2846897953213
"ENSG00000156113","KCNMA1","protein_coding",-5.06316244321862,2.00283251148221,-6.66364604140717,2.18443347909528e-09,3.63292091701918e-07,11.2052061873575
"ENSG00000187391","MAGI2","protein_coding",-2.43112466849548,0.366154623994921,-6.64695254244674,2.35611477682048e-09,3.8723439331979e-07,11.1291432527569
"ENSG00000171951","SCG2","protein_coding",-4.17431148214887,0.111105983902568,-6.63372384953663,2.50159541710691e-09,4.01692965252685e-07,11.0752040586093
"ENSG00000135218","CD36","protein_coding",-4.08635403870778,1.50602235761087,-6.63397730231195,2.49872624910759e-09,4.01692965252685e-07,11.0734107980356
"ENSG00000005249","PRKAR2B","protein_coding",-3.32672428436421,1.44735892924928,-6.62723531328398,2.57616875907665e-09,4.08966790503418e-07,11.0443050778893
"ENSG00000095303","PTGS1","protein_coding",-3.71012849972372,3.25316055779954,-6.59650726568233,2.96032040707787e-09,4.64670517830089e-07,10.9122193275027
"ENSG00000180543","TSPYL5","protein_coding",-2.92734648406474,0.800839741015793,-6.54491622281021,3.73677642426133e-09,5.80030740521454e-07,10.6920304250104
"ENSG00000172915","NBEA","protein_coding",-4.02650865530508,-0.124974036465599,-6.53467143099253,3.91341520103257e-09,6.00773740202472e-07,10.6476097115628
"ENSG00000112320","SOBP","protein_coding",-2.69873465542874,0.804821671713103,-6.50947253846349,4.38382079480352e-09,6.65673657645709e-07,10.5405144472792
"ENSG00000165821","SALL2","protein_coding",-2.91546095056223,0.0368823906401701,-6.48698218526743,4.85065912483658e-09,7.28642021225451e-07,10.4434641895351
"ENSG00000179674","ARL14","protein_coding",-3.28836243363162,1.85899113417134,-6.48352613128915,4.92662986308123e-09,7.32181055183455e-07,10.4203003954217
"ENSG00000177675","CD163L1","protein_coding",-3.32875847193588,1.57852317165701,-6.44807147147477,5.77726227514775e-09,8.49561620882254e-07,10.2678707320064
"ENSG00000115590","IL1R2","protein_coding",-3.90080627298497,1.50650983111249,-6.43267010559137,6.19059714628126e-09,9.00860855557804e-07,10.2013326364271
"ENSG00000139970","RTN1","protein_coding",-3.03174220105879,0.170259506947967,-6.42997413919912,6.2658994990714e-09,9.02418721670386e-07,10.2000127953621
"ENSG00000188906","LRRK2","protein_coding",-3.32309019583661,0.168990442679075,-6.41959116542756,6.56446785528017e-09,9.32225963670866e-07,10.1540944854159
"ENSG00000162711","NLRP3","protein_coding",-2.84913771570252,0.13521431647951,-6.41817297716699,6.60632572680141e-09,9.32225963670866e-07,10.1492900846056
"ENSG00000127990","SGCE","protein_coding",-2.76915862313773,1.71008811448849,-6.40985483091628,6.8572031097002e-09,9.53149956012332e-07,10.1041958280884
"ENSG00000176641","RNF152","protein_coding",-2.95580716331686,1.33578624347875,-6.40875529057621,6.8910626741049e-09,9.53149956012332e-07,10.1012619438661
"ENSG00000185909","KLHDC8B","protein_coding",-2.36365259900021,2.39567876805955,-6.39161423066169,7.44079258508894e-09,1.01909678836953e-06,10.0238031598639
"ENSG00000154330","PGM5","protein_coding",-5.48400985116417,1.77812364860436,-6.38025111122941,7.82889027161814e-09,1.06184074849034e-06,9.98170480547027
"ENSG00000167641","PPP1R14A","protein_coding",-3.21950406869324,1.7575473261208,-6.33971358619055,9.38356903478031e-09,1.26046595592193e-06,9.80169700149951
"ENSG00000177432","NAP1L5","protein_coding",-2.51232211049259,0.281569409115686,-6.33029703425485,9.78629255238843e-09,1.30204292339873e-06,9.77433212013034
"ENSG00000107562","CXCL12","protein_coding",-4.01379912324754,3.44358047096528,-6.30929072768079,1.07472576095573e-08,1.41640744156146e-06,9.67711891304591
"ENSG00000138735","PDE5A","protein_coding",-3.26581597692767,3.25708014766896,-6.29994429762303,1.12042490941419e-08,1.46283513873984e-06,9.63248473661039
"ENSG00000213366","GSTM2","protein_coding",-2.32942723433862,0.989153933099688,-6.29259881959234,1.1576831578136e-08,1.49748460320888e-06,9.6133022598776
"ENSG00000118515","SGK1","protein_coding",-3.26164171678419,4.22447961503153,-6.28748155319793,1.18436006829371e-08,1.51793671138194e-06,9.58356752852642
"ENSG00000088325","TPX2","protein_coding",2.84089495946831,6.53746609537085,6.25996499690253,1.33856369095428e-08,1.69997588751194e-06,9.46575570404288
"ENSG00000134533","RERG","protein_coding",-3.42176183494323,0.588305502090177,-6.25680097793531,1.35751942245811e-08,1.70465157594635e-06,9.4538589112021
"ENSG00000078596","ITM2A","protein_coding",-3.21444708299137,1.45973956881179,-6.25529250930613,1.3666497960343e-08,1.70465157594635e-06,9.44169597841174
"ENSG00000169508","GPR183","protein_coding",-3.28777820114206,1.36758266351134,-6.22979356190466,1.53049188991241e-08,1.89212138956428e-06,9.33326959962022
"ENSG00000138685","FGF2","protein_coding",-3.36288452490976,0.281441462061657,-6.21929384200759,1.60346388970147e-08,1.96494653852014e-06,9.29797919523281
"ENSG00000118308","IRAG2","protein_coding",-3.12375804511955,0.0870956152936919,-6.21212469483284,1.65525169238883e-08,1.99343673643723e-06,9.27299535902233
"ENSG00000113448","PDE4D","protein_coding",-2.76821744757071,2.76341427350181,-6.21309445823417,1.64815098844786e-08,1.99343673643723e-06,9.25876439513261
"ENSG00000175356","SCUBE2","protein_coding",-3.14105846783532,0.579545228560635,-6.18219883246855,1.88985713078929e-08,2.25652171941251e-06,9.14050495282052
"ENSG00000243244","STON1","protein_coding",-3.02060763523122,1.15614610879491,-6.17750939849301,1.92948166200732e-08,2.26995433500787e-06,9.11427654444165
"ENSG00000143995","MEIS1","protein_coding",-2.92878755716717,1.82434048169764,-6.17679450501354,1.93559394124777e-08,2.26995433500787e-06,9.10672287415974
"ENSG00000173175","ADCY5","protein_coding",-3.76600303304617,1.08339890169564,-6.17513534141474,1.94985340158157e-08,2.26995433500787e-06,9.1010807682953
"ENSG00000197256","KANK2","protein_coding",-2.71639158843603,5.12495236615387,-6.15887079739858,2.09524380345803e-08,2.419054209447e-06,9.03891685703388
"ENSG00000197872","CYRIA","protein_coding",-2.77618032116655,1.10332276815681,-6.13635746021847,2.31429310482167e-08,2.65005530117695e-06,8.94320161644718
"ENSG00000066629","EML1","protein_coding",-3.19659888081231,2.32451530143407,-6.13234613904963,2.3556280944699e-08,2.67545727477597e-06,8.9165834549505
"ENSG00000159176","CSRP1","protein_coding",-2.89060215572947,7.05229656930236,-6.12574585049268,2.4252323756766e-08,2.72853185132696e-06,8.90964016518166
"ENSG00000050344","NFE2L3","protein_coding",2.83336416439615,6.39185311426375,6.12243091746408,2.4609521350551e-08,2.72853185132696e-06,8.88437729987556
"ENSG00000171791","BCL2","protein_coding",-2.59340980711531,1.9246643665113,-6.12320775440896,2.45253511011475e-08,2.72853185132696e-06,8.88038921330735
"ENSG00000137726","FXYD6","protein_coding",-3.75947020590322,2.18441393756771,-6.11508941671517,2.54191800340626e-08,2.79610980374688e-06,8.84504740177053
"ENSG00000173068","BNC2","protein_coding",-3.24942434982345,0.838413467992732,-6.11204185400421,2.57629497168272e-08,2.8117844339381e-06,8.83880081799215
"ENSG00000080493","SLC4A4","protein_coding",-6.15590829844052,1.17009110220883,-6.06718240155021,3.13869754138652e-08,3.39903912040075e-06,8.65209561094195
"ENSG00000115252","PDE1A","protein_coding",-2.86743238821588,0.48706443548151,-6.04100218562258,3.52118725826262e-08,3.66450140646327e-06,8.55039664049249
"ENSG00000145681","HAPLN1","protein_coding",-3.12899270986185,0.273676767895658,-6.03945512100248,3.54517527142937e-08,3.66450140646327e-06,8.54401808181044
"ENSG00000175395","ZNF25","protein_coding",-1.82126892870356,1.58976719070971,-6.03998077114754,3.53700678291623e-08,3.66450140646327e-06,8.54374719700482
"ENSG00000085265","FCN1","protein_coding",-3.59658622520392,0.0717267129916875,-6.0396718243185,3.5418054980354e-08,3.66450140646327e-06,8.54099615601239
"ENSG00000183023","SLC8A1","protein_coding",-2.44709919303622,2.19110805280388,-6.04171885003481,3.5101293304558e-08,3.66450140646327e-06,8.53506387958843
"ENSG00000022267","FHL1","protein_coding",-4.58474620895098,3.596216925742,-6.03802802892304,3.56744589319259e-08,3.66450140646327e-06,8.53311555168003
"ENSG00000133687","TMTC1","protein_coding",-2.84973270727573,1.54860619203734,-6.04036757819382,3.53100774179808e-08,3.66450140646327e-06,8.53229072921449
"ENSG00000164330","EBF1","protein_coding",-2.40812893786635,0.554047295608925,-6.02780520283706,3.73106327256807e-08,3.80459517647999e-06,8.50043582835848
"ENSG00000143772","ITPKB","protein_coding",-1.88106904882905,3.98500368077784,-6.02392318446247,3.79511494741428e-08,3.84186636343315e-06,8.45726346670638
"ENSG00000169291","SHE","protein_coding",-2.33053037202497,0.720283344603258,-6.01346999310408,3.97302767156422e-08,3.96451404083944e-06,8.43909726340976
"ENSG00000049246","PER3","protein_coding",-2.76000826693316,1.95695546174439,-6.01413136073845,3.96153156340483e-08,3.96451404083944e-06,8.4194207573297
"ENSG00000069535","MAOB","protein_coding",-3.7293467147729,0.943613674670765,-6.00984764067721,4.03657839518744e-08,3.99936171494812e-06,8.40414585215133
"ENSG00000105609","LILRB5","protein_coding",-3.15330787974521,0.397275391715798,-6.00013170377513,4.21202602610842e-08,4.14380306934751e-06,8.37739220537215
"ENSG00000105851","PIK3CG","protein_coding",-3.08943373816317,0.151145755155098,-5.97887227815408,4.62256338732503e-08,4.49098171428612e-06,8.29302895151403
"ENSG00000175832","ETV4","protein_coding",5.82319974626273,6.19559030028407,5.97854336354787,4.62921522446099e-08,4.49098171428612e-06,8.20302482056031
"ENSG00000169418","NPR1","protein_coding",-2.40792393195691,1.19222043724471,-5.96784301055075,4.85083667700941e-08,4.67353023295321e-06,8.24046831722518
"ENSG00000119865","CNRIP1","protein_coding",-2.28843818787972,1.24746646198848,-5.95353991834718,5.16347917849027e-08,4.94067151530884e-06,8.1815402116816
"ENSG00000182253","SYNM","protein_coding",-5.8746397617079,2.82689853912677,-5.94861187775091,5.27573196799574e-08,4.98907218900776e-06,8.16416754702161
"ENSG00000227051","C14orf132","protein_coding",-2.95453694305899,1.29077361626633,-5.94818846406204,5.28548807425303e-08,4.98907218900776e-06,8.14801152388238
"ENSG00000170390","DCLK2","protein_coding",-2.37664960338385,0.341520475127486,-5.94174124676708,5.43625680695445e-08,5.06296717287691e-06,8.14546566053278
"ENSG00000136732","GYPC","protein_coding",-2.59931456700047,2.10119814859116,-5.94193215016421,5.43173223108507e-08,5.06296717287691e-06,8.11686665380241
"ENSG00000154822","PLCL2","protein_coding",-2.91658002763304,1.2187428988547,-5.92360939452582,5.88335908454462e-08,5.44308121927738e-06,8.04717670841293
"ENSG00000172348","RCAN2","protein_coding",-2.44174567180323,2.07716823250523,-5.90667603702314,6.33352544837611e-08,5.82100990222462e-06,7.97027516728257
"ENSG00000175063","UBE2C","protein_coding",2.99105534060249,5.92998863396486,5.9003386618362,6.5105864239316e-08,5.9060319702808e-06,7.96690620872839
"ENSG00000187699","C2orf88","protein_coding",-3.49523120536809,1.74489238827946,-5.90107564211265,6.48974788135417e-08,5.9060319702808e-06,7.94589793996319
"ENSG00000176438","SYNE3","protein_coding",-2.24797965739607,1.64703504751784,-5.89706818974885,6.6038588723208e-08,5.95199409331107e-06,7.93895522577182
"ENSG00000004776","HSPB6","protein_coding",-4.62737269874564,1.95939041329427,-5.89297815157247,6.72235886245202e-08,6.00149717567324e-06,7.91627699676916
"ENSG00000165124","SVEP1","protein_coding",-2.96804426607686,2.39342762749994,-5.89221489341338,6.74470333987615e-08,6.00149717567324e-06,7.9072711838842
"ENSG00000166780","BMERB1","protein_coding",-2.33641889110076,1.96249802485217,-5.88106229968437,7.07966261382091e-08,6.25967637437204e-06,7.86641247531965
"ENSG00000154734","ADAMTS1","protein_coding",-3.8546227678383,3.47508719878269,-5.8617407436359,7.6991687648312e-08,6.76461557513786e-06,7.79044238722958
"ENSG00000119938","PPP1R3C","protein_coding",-3.39338605544192,-0.165041858768036,-5.85638406063108,7.88017217625101e-08,6.88037533138917e-06,7.78561775731459
"ENSG00000198121","LPAR1","protein_coding",-2.78963879701051,2.02014087264948,-5.85400102259698,7.96203594552885e-08,6.9086734260272e-06,7.7499171072732
"ENSG00000101938","CHRDL1","protein_coding",-5.86720702581158,0.752715073120248,-5.83348703189202,8.70226549963015e-08,7.50436105122427e-06,7.67311771689133
"ENSG00000113580","NR3C1","protein_coding",-2.89334840896267,2.6188637187275,-5.82761415832141,8.92638243852604e-08,7.65040261755882e-06,7.63836607084789
"ENSG00000114790","ARHGEF26","protein_coding",-2.3959984808846,1.53853428812543,-5.8153504692171,9.41285872176309e-08,8.01814855750185e-06,7.59966327831843
"ENSG00000106571","GLI3","protein_coding",-3.14850732816462,0.86419736570055,-5.80867984459347,9.68833083477765e-08,8.19651760447857e-06,7.57268338388134
"ENSG00000107186","MPDZ","protein_coding",-2.93258610187236,1.50717255461022,-5.80745901487925,9.7395985851356e-08,8.19651760447857e-06,7.55984939574908
"ENSG00000197321","SVIL","protein_coding",-2.95761366648442,5.36896507564636,-5.78943655971131,1.05282386165409e-07,8.80715529778896e-06,7.49943707740761
"ENSG00000242515","UGT1A10","protein_coding",-3.92907816875062,0.0343848018576331,-5.77605071017888,1.11543363024511e-07,9.27536179435961e-06,7.44266965359295
"ENSG00000134874","DZIP1","protein_coding",-2.50598056221277,1.11160383243014,-5.76716018269853,1.15902724190446e-07,9.55181879339156e-06,7.4075245579035
"ENSG00000102003","SYP","protein_coding",-2.69384256215969,0.706631753565282,-5.76541793755055,1.16776447204393e-07,9.55181879339156e-06,7.40736465714242
"ENSG00000165757","JCAD","protein_coding",-3.16899740884055,3.05887273446438,-5.76513453095466,1.16919184944163e-07,9.55181879339156e-06,7.38249751188965
"ENSG00000116741","RGS2","protein_coding",-3.61555371156117,3.0507180687493,-5.76187587698626,1.18572789929049e-07,9.63059229830704e-06,7.37197719191091
"ENSG00000124491","F13A1","protein_coding",-4.45304385353332,2.16497183206879,-5.75883994990837,1.20134063229303e-07,9.65731731311415e-06,7.36089833548705
"ENSG00000165457","FOLR2","protein_coding",-3.64482222005637,1.13749926683724,-5.75854964858892,1.20284410342295e-07,9.65731731311415e-06,7.3576722719774
"ENSG00000122707","RECK","protein_coding",-2.2635365367697,1.56607080547787,-5.75457320285358,1.22362539832242e-07,9.76802675117958e-06,7.35007864075765
"ENSG00000082196","C1QTNF3","protein_coding",-2.67873914907045,1.07889358020295,-5.73905933801888,1.30813314314471e-07,1.03246440732947e-05,7.2895644514293
"ENSG00000167779","IGFBP6","protein_coding",-2.7601469822477,2.11542955172491,-5.7394815027384,1.30575928998947e-07,1.03246440732947e-05,7.27591653592955
"ENSG00000114541","FRMD4B","protein_coding",-1.93874832242683,3.0236991848013,-5.73454703088939,1.33377271851105e-07,1.04678679087637e-05,7.25282897797586
"ENSG00000172935","MRGPRF","protein_coding",-3.73214962510371,2.17856088009052,-5.7321056527544,1.34785037149543e-07,1.05192568099392e-05,7.24560817557097
"ENSG00000213190","MLLT11","protein_coding",-1.92556042051408,1.0258120762705,-5.7217366007417,1.40928728507484e-07,1.09376352069419e-05,7.23604724555193
"ENSG00000156050","FAM161B","protein_coding",-1.63543772402567,0.85572126478308,-5.71562659747539,1.44677009608164e-07,1.10444689848418e-05,7.21989971557635
